breaks.thisRepN,breaks.thisTrialN,breaks.thisN,breaks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,init_vars.started,init_vars.stopped,general_instruction.started,continue_to_resting_T1.started,general_instruction.stopped,continue_to_resting_T1.keys,continue_to_resting_T1.rt,continue_to_resting_T1.duration,resting_state.started,resting_state.stopped,TUS.started,fix_cross_TUS.started,fix_cross_TUS.stopped,TUS.stopped,task_instruction.started,task_instruction_text.started,continue_to_task.started,go_to_task.started,task_instruction.stopped,go_to_task.keys,go_to_task.rt,go_to_task.duration,trial_baseline.started,fix_cross_baseline.started,trial_baseline.stopped,reward_size_cue.started,blank_text.started,reward_size_cue.stopped,decision_window.started,give_response.started,decision_window.stopped,rt_ms,sample_ind,likelihood,likelihoods,hold.started,blank_post_response.started,hold.stopped,reward_reveal.started,current_win_text.started,reward_reveal.stopped,reward,reward_size,reward_chance_endpoint,snr_db,blank_post_response.stopped,break_relax.started,break_relax.stopped,goodbye_screen.started,quit_exp.started,goodbye_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,40,0,40,0,38.10758419998456,,,,,,,,,,,,,,,,,,,,,,,,38.092236800002865,38.10758419998456,38.24192479997873,38.242049899999984,38.257617999915965,38.307925799977966,38.307942799991,38.324395500007086,38.84239439992234,539.15440000128,8,0.0013342183544020013,"[0.5108197385586888, 0.42855915912239445, 0.37240790336133917, 0.3029905911951646, 0.25314549473698084, 0.1816256376541244, 0.1297317607217482, 0.06072105282947572, 0.0013342183544020013]",38.842445399961434,38.85839920002036,38.87453269993421,38.87453929998446,38.89114239998162,38.99176999996416,False,1,0.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,41,0,41,0,39.02445359993726,,,,,,,,,,,,,,,,,,,,,,,,39.0089257999789,39.02445359993726,39.14202859997749,39.14224590000231,39.15812499995809,39.20781639998313,39.207825399935246,39.225969999912195,39.67538379994221,472.1623999066651,5,0.6750384205649987,"[0.511934462167533, 0.5448476530099909, 0.5716867370142127, 0.6143469124657389, 0.6648694346413656, 0.6750384205649987, 0.7285881608669166, 0.7753206771525809, 0.8007398561115406]",39.67543850000948,39.69100360001903,39.70777229999658,39.70778990001418,39.72430809994694,39.808236000011675,False,1,0.8,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,42,0,42,0,39.840941799920984,,,,,,,,,,,,,,,,,,,,,,,,39.82445909990929,39.840941799920984,39.95856629998889,39.95867800002452,39.97439809993375,40.026189900003374,40.0262117999373,40.04113319993485,40.50905639992561,489.32119994424284,7,0.5953028783607786,"[0.5218719337203703, 0.5087746274626526, 0.5252656651841064, 0.5523989668309653, 0.5607270814334919, 0.5656626473585595, 0.5747406404169273, 0.5953028783607786, 0.5962136222427561]",40.50911139999516,40.52505019993987,40.54265129996929,40.54274369997438,40.55854539992288,40.642061899998225,True,3,0.6000000000000001,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,43,0,43,0,40.67398610000964,,,,,,,,,,,,,,,,,,,,,,,,40.660033499938436,40.67398610000964,40.808588700019754,40.80868809996173,40.8253247999819,40.87453339993954,40.874543700017966,40.8922277999809,40.995531099964865,123.88560001272708,1,0.44895753420723405,"[0.5028149099440725, 0.44895753420723405, 0.37402184899152363, 0.3151935743965044, 0.25180322966289204, 0.18546513532375167, 0.13086377010802291, 0.06810736678381417, 0.0]",40.99571549997199,41.00863940001,41.02559079998173,41.02560299995821,41.04133629996795,41.143376799998805,True,2,0.0,34,41.04133629996795,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,44,0,44,0,41.17466969997622,,,,,,,,,,,,,,,,,,,,,,,,41.163727200008,41.17466969997622,41.308824399951845,41.308918399969116,41.32523409998976,41.374460299964994,41.374466600012966,41.39119689993095,41.976144499960355,605.7552000274882,7,0.9577869681303153,"[0.5008088755934261, 0.5694159490104913, 0.6046034890108236, 0.7133910934859705, 0.7523044900180212, 0.8191610561471622, 0.8705528518231843, 0.9577869681303153, 1.0]",41.97619700001087,41.99111509998329,42.007752000004984,42.007759899948724,42.0242415999528,42.1104191999184,True,1,1.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,45,0,45,0,42.14083209994715,,,,,,,,,,,,,,,,,,,,,,,,42.126732699922286,42.14083209994715,42.25896619993728,42.25912539998535,42.274771499913186,42.32630209997296,42.326324000023305,42.34122770000249,42.676609999965876,355.8229999616742,4,0.24399292868620256,"[0.5045043536606627, 0.4412939450404404, 0.3815576276848032, 0.3163978602243613, 0.24399292868620256, 0.19285789083095284, 0.12651510754523915, 0.05572065544686379, 0.0]",42.676657999982126,42.69131959998049,42.708775499952026,42.70879499998409,42.72461289993953,42.80885929998476,False,1,0.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,46,0,46,0,42.84121260000393,,,,,,,,,,,,,,,,,,,,,,,,42.826154300011694,42.84121260000393,42.976982999942265,42.97708370001055,42.991665399982594,43.04118880000897,43.041197299957275,43.05764030001592,43.72551169991493,687.3116999631748,7,0.9472432638398628,"[0.5038396980064593, 0.553915749729333, 0.648183471291785, 0.6847278280330802, 0.7332361963821054, 0.8151060555710722, 0.8875561123902367, 0.9472432638398628, 0.992833826014976]",43.725652499939315,43.74279819999356,43.759735199972056,43.75976679997984,43.774525800021365,43.85848109994549,True,3,1.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,47,0,47,0,43.89075189991854,,,,,,,,,,,,,,,,,,,,,,,,43.87525259994436,43.89075189991854,44.02500229992438,44.02513399999589,44.04097839992028,44.09103389992379,44.09104239998851,44.10760129999835,44.576422399957664,490.0003999937326,8,0.9944796166543874,"[0.5078682376000205, 0.5835616034438967, 0.6576682577263924, 0.710783652881561, 0.7733550149020261, 0.8167851968500776, 0.8987630490969336, 0.9242734315060654, 0.9944796166543874]",44.57647879992146,44.5916441999143,44.60920259996783,44.60921479994431,44.624927899916656,44.72624719992746,True,2,1.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,48,0,48,0,44.758017999934964,,,,,,,,,,,,,,,,,,,,,,,,44.74917500000447,44.758017999934964,44.878220599959604,44.87856350000948,44.89160179998726,44.94115329999477,44.94117040000856,44.957597699947655,45.5603619000176,620.3518998809159,6,0.8614791068024009,"[0.4657822856542497, 0.5767061745924008, 0.6228314361900009, 0.705105875642016, 0.747018108171326, 0.8123449117168692, 0.8614791068024009, 0.9570031713040669, 1.0]",45.56042370002251,45.5751340999268,45.59248639992438,45.59250189992599,45.607993999961764,45.708436199929565,True,1,1.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,49,0,49,0,45.74068859999534,,,,,,,,,,,,,,,,,,,,,,,,45.72628319996875,45.74068859999534,45.875382099999115,45.8754731999943,45.891033999971114,45.942608100012876,45.942627999931574,45.95873479999136,46.17539639992174,238.95229992922395,3,0.45080596914616106,"[0.47766488781750943, 0.48659588387780367, 0.46614717902498165, 0.45080596914616106, 0.4411840858685214, 0.43590295397001494, 0.44564896225425205, 0.4193369754137832, 0.40726473344913394]",46.175449099973775,46.19100659992546,46.20769069995731,46.20769629999995,46.22431049996521,46.308172399993055,True,3,0.4,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,50,0,50,0,46.34085449995473,,,,,,,,,,,,,,,,,,,,,,,,46.32543179998174,46.34085449995473,46.47650759993121,46.47661649994552,46.49199659994338,46.54099819995463,46.541006800020114,46.5577088999562,46.79306469997391,254.86369989812374,3,0.2977434678890779,"[0.5094016089010115, 0.4469046253510918, 0.3684424529946084, 0.2977434678890779, 0.2536947680817611, 0.19304461561267264, 0.13164549626086972, 0.06974020992335436, 0.0]",46.79314219998196,46.80771750002168,46.8259856000077,46.82600569992792,46.841103599988855,46.94152559991926,True,2,0.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,51,0,51,0,46.97438849997707,,,,,,,,,,,,,,,,,,,,,,,,46.95883519994095,46.97438849997707,47.10836680000648,47.10850269999355,47.124393299920484,47.17516979994252,47.17518289992586,47.191111799911596,47.59195659996476,422.729599988088,4,0.5550146646844885,"[0.5056073589474724, 0.5347982155831962, 0.5193813215977807, 0.5348025499005712, 0.5550146646844885, 0.582700012486092, 0.5668203633993593, 0.5899281638420194, 0.5880309848325603]",47.59201010002289,47.607737299986184,47.62442529993132,47.624431399977766,47.64096270001028,47.72536619997118,False,3,0.6000000000000001,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,52,0,52,0,47.75753469998017,,,,,,,,,,,,,,,,,,,,,,,,47.74251759995241,47.75753469998017,47.891736999969,47.89183510001749,47.90819210000336,47.95769989991095,47.957716599921696,47.974428699933924,48.42522189998999,472.6500998949632,6,0.2692964195487613,"[0.4874660254952246, 0.4528965492503161, 0.4205168671004043, 0.3824068121157091, 0.3585032790999739, 0.3124316378045907, 0.2692964195487613, 0.23732706039307955, 0.20309042666491794]",48.42527609993704,48.44173309998587,48.45826679992024,48.45827609999105,48.47491889994126,48.559671199996956,False,2,0.2,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,53,0,53,0,48.59092529991176,,,,,,,,,,,,,,,,,,,,,,,,48.57811959995888,48.59092529991176,48.726050399942324,48.726201199926436,48.74188290000893,48.791313000023365,48.79132059996482,48.80796389991883,49.058905599988066,271.5620999224484,4,0.7516287442688415,"[0.4846127065487017, 0.5627910779127567, 0.6341090760200953, 0.6937764247752615, 0.7516287442688415, 0.7982535675469462, 0.8798321312792635, 0.9380072975904425, 1.0]",49.05896029993892,49.074506099917926,49.09196410002187,49.09197489998769,49.10855699994136,49.193056399933994,True,2,1.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,54,0,54,0,49.224325499963015,,,,,,,,,,,,,,,,,,,,,,,,49.21129479992669,49.224325499963015,49.36157439998351,49.3619262999855,49.3757661000127,49.42523890000302,49.42525089997798,49.44165499997325,49.64196759997867,219.28529988508672,2,0.47319886603520867,"[0.48907402915918735, 0.4925193261320779, 0.47319886603520867, 0.4698514455293974, 0.4621960070358659, 0.4460414898169956, 0.42277422152419386, 0.4166453676607155, 0.40358118643098084]",49.64202479994856,49.65776370000094,49.674484799965285,49.674492400023155,49.691335699986666,49.77709230000619,True,3,0.4,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,55,0,55,0,49.80749759997707,,,,,,,,,,,,,,,,,,,,,,,,49.79552819998935,49.80749759997707,49.941836199956015,49.9419704999309,49.95786079997197,50.00791789998766,50.00793490000069,50.024309500004165,50.37652229995001,373.2064999639988,4,0.5325170168157943,"[0.49049301802532436, 0.49975425621751507, 0.51747304745134, 0.5433449440602819, 0.5325170168157943, 0.5580724828358982, 0.5867748355712015, 0.5703336155727242, 0.6088075009421747]",50.37657650001347,50.39155339996796,50.40779540000949,50.40780209994409,50.424474700004794,50.50935359997675,True,2,0.6000000000000001,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,56,0,56,0,50.54066890000831,,,,,,,,,,,,,,,,,,,,,,,,50.52642339991871,50.54066890000831,50.677086399984546,50.67718459991738,50.69116970000323,50.741176299983636,50.74119259999134,50.75837049994152,50.95943109993823,220.73629987426102,2,0.47176414547477097,"[0.5015421229912271, 0.49840867684123, 0.47176414547477097, 0.46759627974588747, 0.465231612186244, 0.4334640616073612, 0.41547204999108944, 0.4073347258445179, 0.3994819329216619]",50.959597799926996,50.97596009995323,50.99312859994825,50.993154599913396,51.007821399951354,51.111367699922994,False,1,0.4,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,57,0,57,0,51.14202429994475,,,,,,,,,,,,,,,,,,,,,,,,51.13280149991624,51.14202429994475,51.275206699967384,51.27536789991427,51.2907842999557,51.34113369998522,51.34113999991678,51.35788479994517,51.658773500006646,322.37339997664094,3,0.6247032865216112,"[0.4970552587359858, 0.5642316346890427, 0.5743656738653016, 0.6247032865216112, 0.6569281249361926, 0.686766755389157, 0.7060820499103144, 0.7665833531917264, 0.8038204875913887]",51.65884469996672,51.67433800001163,51.69114469992928,51.69116129993927,51.707851200015284,51.792215399909765,True,1,0.8,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,58,0,58,0,51.82432959997095,,,,,,,,,,,,,,,,,,,,,,,,51.80889220000245,51.82432959997095,51.958438199944794,51.95861460000742,51.97482519992627,52.02457190002315,52.02458789991215,52.041482299915515,52.342559100012295,322.64929998200387,4,0.3535886490017231,"[0.510187698283201, 0.4670009240651428, 0.4252828882620609, 0.38462906015306153, 0.3535886490017231, 0.3087955237425137, 0.26406878542318285, 0.24584820068663069, 0.1930044572631807]",52.34261059993878,52.35779009992257,52.37451350002084,52.374521199963056,52.391083499998786,52.47534809994977,False,3,0.2,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,59,0,59,0,52.50946029997431,,,,,,,,,,,,,,,,,,,,,,,,52.492387900012545,52.50946029997431,52.62551189993974,52.625592899974436,52.64185329992324,52.691238799947314,52.69125039991923,52.70828609995078,52.8590683999937,172.1849999157712,3,0.6830614065952719,"[0.486998994571209, 0.5657238720234409, 0.6114594254160584, 0.6830614065952719, 0.7471596755326163, 0.7971262582224102, 0.8410719785800462, 0.9710420904324092, 1.0]",52.85912269994151,52.87430309993215,52.89135029993486,52.891361200017855,52.907766000018455,53.008639900013804,True,2,1.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,60,0,60,0,53.04077039996628,,,,,,,,,,,,,,,,,,,,,,,,53.025929800001904,53.04077039996628,53.17621039994992,53.17629809991922,53.19116289995145,53.24117189995013,53.24118010001257,53.257969299913384,53.578422499937005,340.73459985665977,5,0.5810852010063077,"[0.5022414470438054, 0.516563983352335, 0.5204212111882981, 0.5517210373842537, 0.5708711858357036, 0.5810852010063077, 0.5820237124673169, 0.5783737623974076, 0.5851391010890483]",53.578481999924406,53.59292069997173,53.60905799991451,53.60908169997856,53.62522789998911,53.7092197999591,True,2,0.6000000000000001,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,61,0,61,0,53.74216379993595,,,,,,,,,,,,,,,,,,,,,,,,53.72657689999323,53.74216379993595,53.87538450001739,53.875547699979506,53.891119699925184,53.94118999992497,53.94119879999198,53.95772780000698,54.09232399996836,155.89779999572784,2,0.5353148736847287,"[0.5029791782688113, 0.5179806438107593, 0.5353148736847287, 0.537442246055274, 0.5468105122617205, 0.536531889916698, 0.5848927632035791, 0.5846041449763042, 0.6176880467806632]",54.09237879991997,54.10801919992082,54.12463239999488,54.12464119994547,54.14163109997753,54.241760200005956,True,1,0.6000000000000001,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,62,0,62,0,54.27415449998807,,,,,,,,,,,,,,,,,,,,,,,,54.25926899991464,54.27415449998807,54.409936400013976,54.41003919998184,54.42468469997402,54.47463750001043,54.47466219996568,54.49227950000204,54.97789139999077,505.60079992283136,6,0.7068048803895628,"[0.4841545597060351, 0.5250014881261895, 0.5793866237314377, 0.6299860879327207, 0.6591999645877232, 0.6915819929244525, 0.7068048803895628, 0.753266301547145, 0.8037777019832807]",54.978041099966504,54.991180500015616,55.00828750000801,55.008295199950226,55.024364099954255,55.10828369995579,False,2,0.8,34,55.024364099954255,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,63,0,63,0,55.14154859993141,,,,,,,,,,,,,,,,,,,,,,,,55.124895600019954,55.14154859993141,55.26042419997975,55.26053289999254,55.27521069999784,55.325460899970494,55.32547809998505,55.34241539996583,55.843375899945386,521.7286999104545,7,0.7682672221836014,"[0.4906188226197332, 0.5413732452845179, 0.5712407933788799, 0.6386386965791201, 0.6607655713101798, 0.6856435612063067, 0.7083720821656221, 0.7682672221836014, 0.7825031252477697]",55.84344460000284,55.85820309992414,55.87486370000988,55.87488229991868,55.891110499971546,55.97511679993477,True,3,0.8,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,64,0,64,0,56.007332299952395,,,,,,,,,,,,,,,,,,,,,,,,55.99212249997072,56.007332299952395,56.14170459995512,56.14198959991336,56.15779039997142,56.20776499994099,56.20777169999201,56.22431790002156,56.52609759999905,323.16479994915426,4,0.5514131852544557,"[0.5014122383344933, 0.5168754754047951, 0.5210689311394502, 0.5592483810803799, 0.5514131852544557, 0.5665403087413414, 0.5830795502057534, 0.5747012175813205, 0.5908544775097557]",56.52615279995371,56.54132519999985,56.55806670000311,56.55807319993619,56.574459299910814,56.6594110999722,False,3,0.6000000000000001,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,65,0,65,0,56.69072860002052,,,,,,,,,,,,,,,,,,,,,,,,56.67627699999139,56.69072860002052,56.82691629999317,56.82714539999142,56.84195399994496,56.89117999991868,56.89120009995531,56.90815539995674,57.30840619991068,420.6469999626279,5,0.7098836903655044,"[0.5034791484470491, 0.5323089655673762, 0.5831531743600642, 0.6094235865329322, 0.6537471594006072, 0.7098836903655044, 0.7256024177916842, 0.7611336322131275, 0.8102354292775927]",57.30845369992312,57.32440719997976,57.34167370002251,57.341694099945016,57.358636099961586,57.459007999976166,True,2,0.8,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,66,0,66,0,57.492009999928996,,,,,,,,,,,,,,,,,,,,,,,,57.47720720001962,57.492009999928996,57.62499709997792,57.625124800018966,57.64101529994514,57.6911205999786,57.691130099934526,57.707822599913925,57.97599129995797,289.5251999143511,4,0.7589644748226889,"[0.4808603750871483, 0.576206124421949, 0.5918860726488705, 0.6915753170569015, 0.7589644748226889, 0.8345219919917767, 0.9051188323913103, 0.9278375897855825, 1.0]",57.976076799910516,57.99137369997334,58.00779549998697,58.00781059998553,58.024756499915384,58.12603459996171,True,3,1.0,34,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928305,001,2025-06-01_13h22.36.141,BFTUS_task,2023.2.3,59.98724672597118,2025-06-01 13h22.39.367760 +0200,
